iestades_kods;nosaukums
10075428;Krastiņa Inese - ģimenes ārsta prakse
10000372;Elksne Livija - ģimenes ārsta prakse 
500200064;Veremejs Daniels - ārsta prakse zobārstniecībā
10000368;Dokukina Natālija - ārsta prakse homeopātijā
10000373;Vorobjova Natālija - ārsta prakse homeopātijā
19675411;Ozolniece Ieva - ģimenes ārsta prakse
10001818;Patello Kids, SIA
10000468;Briļļu Nams, Sabiedrība ar ierobežotu atbildību
110000020;Dr.Vidža zobārstniecības klīnika, Sabiedrība ar ierobežotu atbildību
10001819;Olgas Pilātes ģimenes ārsta prakse, SIA
804400027;Kristapaite Dace - fizioterapeita prakse
460200042;Rūde Iveta - ārsta prakse narkoloģijā un psihiatrijā
321000006;Ziediņa Inta - ģimenes ārsta prakse
50000037;MENTAL PRAKSE, Sabiedrība ar ierobežotu atbildību
250000015;Valmieras Pārgaujas Valsts ģimnāzija
960200006;Tauriņa-Ieveniece Jolanta - prakse masāžas metodē
210000007;Maksimova Jeļena - ārsta prakse psihiatrijā un narkoloģijā
10001820;Noredent, Sabiedrība ar ierobežotu atbildību
400200016;Joča Ineta - ģimenes ārsta prakse
10064301;KLĪNIKA DENTA, Sabiedrība ar ierobežotu atbildību
19164515;Natus, SIA
210000013;Ritas Nalivaiko ārsta prakse psihiatrijā, Sabiedrība ar ierobežotu atbildību
10001821;Vizulis Mārtiņš - masiera prakse
10001822;Ankur Holding, Sabiedrība ar ierobežotu atbildību
10001823;A. Āboltiņas pēdu klīnika, Sabiedrība ar ierobežotu atbildību
10001824;Antomedical, SIA
10000420;Ļu Igors - ārsta prakse traumatoloģijā, ortopēdijā
420200008;Gailīte Dzintra - ģimenes ārsta prakse
90000118;Akmene Liene - ārsta prakse endokrinoloģijā
10001825;Veselības centrs Medeors pluss-S, SIA
270000087;Štelmahers Zigurds - masiera prakse
10001826;Stūrmane Aija - ģimenes ārsta prakse
250000010;Valmieras5. vidusskola
741400029;Ozola Inese - masiera prakse
10001827;Kārkliņa Ilvita - fizioterapeita prakse
10001264;RSU Psihosomatiskās Medicīnas un Psihoterapijas klīnika, Sabiedrība ar ierobežotu atbildību 
210000009;Smolko Ivans - ārsta prakse traumatoloģijā, ortopēdijā
10001828;Traumatologa - ortopēda Georga Pelēča prakse, IK
10065801;PALĪDZĪBAS DIENESTS, Sabiedrība ar ierobežotu atbildību
10001829;AV privātprakse, SIA
10001830;AgneMed, SIA
941600036;ELEXDENT, Sabiedrība ar ierobežotu atbildību
10000286;Dakteris Bērziņš, Sabiedrība ar ierobežotu atbildību
10000286;Dakteris Bērziņš, Sabiedrība ar ierobežotu atbildību
801000005;Olainfarm, Akciju sabiedrība
250000172;DE-Denta, SIA
10001831;Latvijas Neiroloģijas Centrs, Sabiedrība ar ierobežotu atbildību
19575426;A. Līberes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001832;Stīpiņš, SIA
400200022;Bauskas novada Bērnu un jaunatnes sporta skola
10000211;DR SKRICKA KONTAKTLĒCU CENTRS, SIA
967100008;KĀRVINS, SIA
250000079;Sarelainena Ilona - masiera prakse 
641600015;Priekules feldšeru punkts
10000557;Krumpane Ērika - ārsta prakse psihiatrijā
90000119;SalutoMed, SIA
10001834;Gluza Olga - ergoterapeita prakse
10001636;Rehabilitācijas centrs Poga, Fonds
10000320;Lešenkovs Edvīns - fizioterapeita prakse
741400002;Troska Dzintra - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001835;CORONA DENTIS, Sabiedrība ar ierobežotu atbildību
10000516;Dzīves garšas studija, Sabiedrība ar ierobežotu atbildību
10001836;Stors Guntis - masiera prakse
10000367;Afanasjeva Marina - ārsta prakse homeopātijā
801600083;Paeglis Artūrs Dāvis - fizioterapeita prakse
801600084;Breģis Kaspars - fizioterapeita prakse
250000173;Palma Compose, IK
10001498;Draška Rita - ģimenes ārsta prakse
805200008;Liepziedi ārsta prakse, SIA
10000411;PORTOVITA DI, SIA
90000120;Ornellas Smirnovas ģimenes ārsta prakse, SIA
10000402;Grigorjeva Anželika - fizioterapeita prakse
10000403;Aleksandroviča Česlava - masiera prakse
10001839;Guseinovs Seimurs - fizioterapeita prakse
10001840;Meladze Dāvids - fizioterapeita prakse
10001841;Millere Astrīda - vecmātes prakse
10001842;Mikheeva Tatiana - masiera prakse
801600085;True Smile, SIA
170000181;Asauļaka Linda - masiera prakse
250000043;Kotova Sarmīte - zobu tehniķa prakse
460800009;Bēnes doktorāts, Sabiedrība ar ierobežotu atbildību
10001843;Karjagina-Ilstere Viktorija - fizioterapeita prakse
700200068;Sanare PR, Sabiedrība ar ierobežotu atbildību
10000075;VĪLANDES DOKTORĀTS, Sabiedrība ar ierobežotu atbildību
801800016;N.Sergejevas ģimenes ārsta prakse, SIA
10001844;Ločmele Elīna - fizioterapeita prakse
10001845;AT MED, SIA
700200069;Bērzaunes feldšerpunkts, MADONAS NOVADA BĒRZAUNES PAGASTA PĀRVALDE
801200005;TE NE, SIA
10001448;Timčenko Maksims - ārsta prakse neiroloģijā un elektromiogrāfijas metodē
888300016;Meldere Māra - ģimenes ārsta prakse
801200047;Danosa Dita - ārsta prakse traumatoloģijā, ortopēdijā
804400028;Kante Linda - fizioterapeita prakse
10000335;Beikmane Anita - ārsta prakse zobārstniecībā
19175425;Mūrniece Inta - ģimenes ārsta prakse
10000205;Paradovska Inga - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10064303;RĪGAS ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
250000012;Valmieras Valsts ģimnāzija
10001846;Kardioloģijas Privātprakse, SIA
10001289;Edītes Krūmiņas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10000136;Rīgas Pārdaugavas pamatskola
10001680;TopFizio, Sabiedrība ar ierobežotu atbildību
741400023;Tīcmane Gunta - ģimenes ārsta prakse
10000699;Rīgas pirmsskolas izglītības iestāde Saulespuķe
10001847;Višņevska Kristīne - ģimenes ārsta prakse
10001133;Čapligins Jurijs - masiera prakse
10044003;Diplomātiskā servisa medicīnas centrs, Sabiedrība ar ierobežotu atbildību
170075408;Sorokina Tatjana - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
170000182;OC Liepāja, SIA
10001484;SIGĪRIJA, IK
460800010;Ukru feldšeru - veselības punkts, Auces novada pašvaldība
50077467;Zile Elena - ģimenes ārsta prakse
10001848;ProKlīnika, SIA
10000589;N. LIETUVIETES ĀRSTA PRAKSE, Sabiedrība ar ierobežotu atbildību
700200049;Lazdonas feldšerpunkts, Madonas novada Lazdonas pagasta pārvalde
880200092;Ernestsone-Klints Evita - masiera prakse
406400008;Iecavas novada sporta skola Dartija
10001849;I.Troicka bariatriskā privātprakse, SIA
964700001;Trikātas doktorāts, SIA
10001850;PRF klīnika, SIA
130077404;Lietuvietis Vilnis - ārsta prakse uroloģijā
380200043;Pansionāts Balvi 
10001852;Čelombitko Inese - ārsta prakse neiroloģijā un akupunktūrā
170000179;Rolava Dace - masiera prakse
170000096;Miega laboratorija, SIA
360200064;Grīnbergs Artūrs - fizioterapeita prakse
800800037;CITOMAR, Sabiedrība ar ierobežotu atbildību
10064046;Orto, medicīnas centrs SIA
10001853;EyeProf, SIA
130000097;Medicīnas sabiedrība SEI GESUND, SIA
10001854;ARB Diagnostika, SIA
10001855;Trauma centrs, SIA
250000174;E-radiologs,SIA
10064502;BOLDERĀJAS STOMATOLOĢIJA, Sabiedrība ar ierobežotu atbildību
806900007;Ziemele-Vēvere Gunita - masiera prakse
320200030;Aizkraukles novada Sporta skola
10001856;Ģimenes Optika, Sabiedrība ar ierobežotu atbildību
250000175;IMG22, Sabiedrība ar ierobežotu atbildību
10001095;MediCell, SIA
740600004;Anitas Selezņevas ģimenes ārsta prakse, SIA
600200020;Indras ambulance, Krāslavas novada Indras pagasta pārvalde
800800038;Krustiņš Uldis - ārsta prakse traumatoloģijā, ortopēdijā
680200044;Matisāne Inese - prakse masāžas metodē
620200061;Zaigas Rones ģimenes ārsta prakse, SIA
10001857;CMAPV, IK 
10000434;Brūču klīnika, Sabiedrība ar ierobežotu atbildību
10001858;Gintere Andžella - audiologopēda prakse
10001859;Artas Ērgles privātprakse, SIA
10001860;ALADent, Sabiedrība ar ierobežotu atbildību
10001861;KV-LAB, Sabiedrība ar ierobežotu atbildību
10001862;Dr.R.Sietnieka privātprakse, SIA
10001462;Tatjanas Boilovičas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
19464010;Medicīnas un izglītības centrs VOKS, Sabiedrība ar ierobežotu atbildību
10065405;Valijas Pčolkinas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001863;Rīgas1. pamatskola - attīstības centrs
10001864;NEIROMAX, SIA
19477234;Bite Maira - ārsta prakse zobārstniecībā
10001513;Walter Elena - fizioterapeita prakse
10001865;Elifarma, Sabiedrība ar ierobežotu atbildību
10001280;VS ĶirSerS, SIA
50000153;ANŽELIKA BULE-KAIRIŠA ĀRSTA DERMATOLOGA-VENEROLOGA PRAKSE, Sabiedrība ar ierobežotu atbildību
50000100;Dormidontova Gaļina - ārsta prakse kardioloģijā un ehokardiogrāfijas metodē
50000154;Pupkevičs Andrejs - ārsta prakse ķirurģijā un asinsvadu ultrasonogrāfijas metodē
900200059;Māgure-Levāne Ilva - ārsta prakse zobārstniecībā
90077415;Lūse Elita - ārsta prakse oftalmoloģijā
19277431;Kuble Ilze - ģimenes ārsta prakse
19275408;Kozicka Jeļena - ģimenes ārsta prakse
10000066;JUMED, Sabiedrība ar ierobežotu atbildību
10077417;TriA SAD, Sabiedrība ar ierobežotu atbildību
680200006;Dembovska Vēsma - ārsta prakse zobārstniecībā
19275437;Šaripova Inga - ģimenes ārsta prakse
10000527;Malnača Dagmāra - ģimenes ārsta prakse
10000465;VIDEMED, SIA
19275438;Bažbauere Ināra - ģimenes ārsta prakse
10001833;I. Menisa ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10077454;Homenko Aleksandra - ģimenes ārsta prakse
10001499;Ponne Inguna - ģimenes ārsta prakse
10001837;I. Smirnovas ārsta prakse, SIA
19275412;Ģimenes ārstu prakse-DK, Sabiedrība ar ierobežotu atbildību
19275412;Atpile Elita - ģimenes ārsta prakse
50000155;Narciško-Fedoroviča Vanda - ārsta prakse radioloģijā
250000176;Vilcāne Anna - ģimenes ārsta prakse
170000183;Stabulnieks Uldis - ģimenes ārsta prakse
10001866;Crimson Embers, SIA
10001867;Similia, SIA
19277435;Golovičers Vladimirs - internista un akupunktūras ārsta prakse
210000012;Radomans Oļegs - ārsta prakse traumatoloģijā, ortopēdijā
19477454;DAKTERIS, Sabiedrība ar ierobežotu atbildību
50000156;Smaida Studija, SIA
10001868;FizioBalance, SIA
10001869;CrustAurum, Sabiedrība ar ierobežotu atbildību
10001870;Repņikovs Aleksejs - ārsta prakse mugurkaulāja ķirurģijā
360200065;Baibas Koševares ģimenes ārsta prakse, SIA
10001872;Osovskis Mareks - fizioterapeita prakse
561800005;Viesītes veselības un sociālās aprūpes centrs, Sabiedrība ar ierobežotu atbildību 
10001871;VESELS BĒRNS, SIA 
210000075;Ilgas Vornišas masieres, kosmētiķes prakse, Sabiedrība ar ierobežotu atbildību
740200099;Ekvilibria, SIA 
10001873;LAPS, Sabiedrība ar ierobežotu atbildību
10001877;Ādas veselības klīnika, SIA
10001874;Līdumniece FIZIO, SIA
10001875;Fizio Māja, SIA 
10001878;Dagnijas Purlīces ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
40000001;Veselības studija Lielvārde, IK
170000184;Krilova Anna - ārsta onkologa ķīmijterapeita prakse
840200076;Sīpolniece Sallija - fizioterapeita prakse 
170000185; Elīnas Lauvas ārsta prakse, SIA 
210000074;Dr. Štikānes zobārstniecība, SIA
10001879;Veinberga Inga - fizioterapeita prakse
10001880;Dr. Ivanovas angioloģijas privātprakse, SIA 
10001882;FIZIOCENTRS, SIA 
809200002;ANDRAS KALVELES zobārstniecība, SIA 
10001883;Ārvalstu komersanta Osauhing TNP KONSULTATSIOONID filiāle Latvijā 
10001884;Turaidas Roze, SIA 
10001881;KDent, SIA
170000186;Šmite Ieva - ģimenes ārsta prakse
170000187;Kalvīte Vija - masiera prakse
10000001;Buldakova Nataļja - ģimenes ārsta prakse
19275414;Pukijāne Marina - ģimenes ārsta prakse
19275410;Roze Krista - ģimenes ārsta prakse
10000193;Šabanovs Nikolajs - ģimenes ārsta prakse 
10001887;Ertmane Lilita - ārsta prakse ginekoloģijā un dzemdniecībā 
10001886;AZARYAN MEDICAL CLINIC, SIA 
10001461;Mārtiņa Malzubra ārsta prakse, Sabiedrība ar ierobežotu atbildību
210000076;Rogozins Vadims- zobu higiēnista prakse
10001885;Dairiten, SIA
941600015;L. ZIEMELES DOKTORĀTS, SIA
10001888;Lelo, SIA
10001889;Rabarbers MED, Sabiedrība ar ierobežotu atbildību 
10001890;Strāķe Diāna - masiera prakse
10001891;Frolova Evija - fizioterapeita prakse
10001892;Radzeviča Viktorija - fizioterapeita prakse
740200100;Jakuboviča Sanita - podologa prakse 
10001033;Guzenko Dmitrijs - ārsta prakse traumatoloģijā, ortopēdijā 
10001893; Kriškānu klans, SIA 
250000177;V.R. Zobu laboratorija, Sabiedrība ar ierobežotu atbildību
250000178;Vaļģe Māra - zobu tehniķa prakse
620200050;MB zobārstniecība, Sabiedrība ar ierobežotu atbildību 
10001894;Semjonova Alīna - kosmētiķa prakse
10001895;Krauze Ērika - masiera prakse
10001536;Veselības centrs Vivendi, SIA
10001896;EasyMed, SIA
327100002;Rancāne Anta - ģimenes ārsta prakse
10001897;Liepiņa Rudīte - zobārsta prakse 
10001898;Anaesthesia Care, SIA
90000107;SAMMAR, SIA
801600087;Agates Smaids, Sabiedrība ar ierobežotu atbildību
10001899;M.Jakušenokas ārstu prakse, SIA 
110000079;KIRSH LEGAL Solutions, Sabiedrība ar ierobežotu atbildību
10001429;Čudnovska Anna - fizioterapeita prakse
10001901;Ogsts Mārtiņš - ārsta prakse psihiatrijā
10001900;L.Lejiņas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību 
807477401;JanaMed, SIA
967100011;MATĪŠU PAGASTA MEDPUNKTS, Burtnieku novada pašvaldība
10001903; Dr.Zaikovskas privātprakse, Sabiedrība ar ierobežotu atbildību
170000188;Anaņjeva Aleksandra - ģimenes ārsta prakse
10001904;Aions, SIA
10001905;SASP, Sabiedrība ar ierobežotu atbildību
740200101;Dentazoom, Sabiedrība ar ierobežotu atbildību 
10001907;Medica Riga, Sabiedrība ar ierobežotu atbildību
624275402;Būmeistere Lija - ģimenes ārsta prakse
10077442;Orbidāns Jānis - ārsta internista prakse 
90000030;VIMED, Sabiedrība ar ierobežotu atbildību
900200093;Medicīnas sabiedrība BJ CURANT, Sabiedrība ar ierobežotu atbildību
880200093; Gvozdenko Laura - masiera prakse
130000098;I.Pūpolas zobārstu prakse, Sabiedrība ar ierobežotu atbildību
10001908; DentaLab, SIA
10001910;Panova Linda - ergoterapeita prakse
130000099;Anetes Urķes ģimenes ārsta prakse, SIA
10001911;AltaDenta, SIA
10001912;Med4U, SIA
10001913;We care, SIA
10001914;PERIODENT PLUS, Sabiedrība ar ierobežotu atbildību
10001915;Hibšmanis Raivis - masiera prakse
90000122; Žilinskis Jānis - fizioterapeita prakse
250000011;Valmieras Viestura vidusskolas veselības punkts
10000095; SANTAS ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
10001916;Zaharovs Aleksandrs - masiera prakse
10001917;SDVP, Sabiedrība ar ierobežotu atbildību
10001377;Eriksone Larisa - fizikālās un rehabilitācijas medicīnas ārsta un kosmetologa prakse
10001918;Barinova Iveta Katrīna - kosmētiķa prakse
967300004;Krastiņa Ieva - masiera prakse
546700012;NaProMedicus, Sabiedrība ar ierobežotu atbildību
10001919;Komarova Inga - fizioterapeita prakse
10001920; Varslavane Irina - ārsta prakse akupunktūrā
900200082;
; Veismane Gita - ārsta prakse zobārstniecībā
801200048;MPWG, Sabiedrība ar ierobežotu atbildību
250000179;Plivčs Alvils - masiera prakse
801600088;Margaritas Bargarumas ārsta prakse, SIA
400200033;Krūmiņa Irisa - ārsta prakse zobārstniecībā
10001922;ABI Promedical, SIA
10001923;Bazarova Irina - ārsta prakse zobārstniecībā
10001924;Viveo Health, SIA
10001925; I. Veinbergas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001926;Vigo Health, SIA
800800039;Ditas Zeltiņas ārsta prakse, SIA
10001927; LAURUS DENT Plus, Sabiedrība ar ierobežotu atbildību
130000100;I.Lielkalnes ģimenes ārsta prakse, SIA
10001438;Barinova Jekaterina - fizioterapeita prakse
380200044;BodyEsthetic, Sabiedrība ar ierobežotu atbildību
130000101;Cardio Practice, SIA
10000449;Reiktere Ieva - ārsta prakse psihoterapijā un psihiatrijā 
10001928; Habeka Jogita - ārsta prakse zobārstniecībā
130000102;SKAISTUMA KLĪNIKA MONRO, SIA
320200009; Spulle Dace -ārsta prakse zobārstniecībā
741400010;Šmits Roberts - ārsta internista prakse
10001929;Jura Brūkļa ārsta prakse, SIA
10001929;Jura Brūkļa ārsta prakse, SIA
10001930;Lafinčuka Anastasija - ārsta prakse zobārstniecībā
10001931; Medicinus, Sabiedrība ar ierobežotu atbildību
50000158;MEDEXPERT PLUS, Sabiedrība ar ierobežotu atbildību
50000159; Baltruševiča Irēna - ģimenes ārsta prakse
10001932;Matīsa Timofejeva fizioterapijas privātprakse, Sabiedrība ar ierobežotu atbildību
10000388;Markovskis Aleksandrs - fizikālās un rehabilitācijas medicīnas ārsta prakse
10001933;Dr.Aļonas prakse, Sabiedrība ar ierobežotu atbildību
10001935;Medica Štrenge, Sabiedrība ar ierobežotu atbildību
10001936;Brovkina Larisa - masiera prakse
10001937;Veselības meistars, Sabiedrība ar ierobežotu atbildību
10001938;Ikstens Mārtiņš - masiera prakse
10001939;Černova Olga - masiera prakse
420200084;Ķēdis Toms - ģimenes ārsta prakse
10001940;Veseta Una - fizioterapeita prakse
941600038;FIZIO DĀRZS, Sabiedrība ar ierobežotu atbildību
10001941;Medon, SIA
10001942;Sakne Sandis - ārsta prakse kardioloģijā
10001943;Kertudo Anžela - ārsta prakse psihoterapijā
210000077;Armedin, Sabiedrība ar ierobežotu atbildību
640600023;Niedola Ieva - ģimenes ārsta prakse
10001944; MR prakse, SIA
10001945; Olivia Clinic, SIA
10001945;Jakubāne Asnāte - fizioterapeita prakse
10001946;Lagzdiņa Marta - fizioterapeita prakse
10001947;Mežmača Annija - ārsta prakse psihoterapijā
10001949; Jakubāne Asnāte - fizioterapeita prakse
10001950; Avakovs Sergejs - masiera prakse
170000190;Liepājas ģimenes veselības centrs, SIA
780200011;Šļubure Mārīte - ģimenes ārsta prakse
10001952;FIZPROF, Sabiedrība ar ierobežotu atbildību
840200077;ELHA, SIA
10001953; Līgas Lismanes Ārsta prakse, SIA 
10001668; Veselības un sociālās aprūpes klīnika APS, SIA
50000160;VK Surgery, Sabiedrība ar ierobežotu atbildību
409500013;Rijkure Gunta - ārsta prakse psihoterapijā
10001954;Ingas Namavires ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
50000161;DS PREMIUM, SIA
170000191; Medoks, Sabiedrība ar ierobežotu atbildību
420200085; Brīnummāja, Biedrība
10001955;SmartOmica Clinic, SIA
360200066;Amālija2020, SIA
540200027;G. Šmites ģimenes ārsta prakse, SIA
10001956;Kinezis, SIA
420200086;Spale Santa - fizioterapeita prakse
10001957;Svētā Sofija, Sabiedriskais fonds Rehabilitācijas centrs
250000180; Silvijas Lapiņas ārsta prakse, SIA
250000181; Ginta Lapiņa ārsta prakse, SIA
740200102;K. Konstantinovas Ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001958;Māras Bremmeres ģimenes ārsta prakse, SIA
170000192;Ilzes Lagzdiņas ārsta prakse ENDO, SIA
10001959;CORdiX, SIA
50000162;Guļtjajeva Irina - ģimenes ārsta prakse
90000123;Jelgavas doktorāts, SIA
10001960;LAVADENTAL, Sabiedrība ar ierobežotu atbildību
10001961;Lasenberga Ilze - podologa prakse
10001962;Sabīnes Pavlovskas ģimenes ārsta prakse, SIA
110000080;KRĒZS, SIA
270000088; SN GURU, SIA
10001906; Hippocratus, SIA
10001963;Podo Care, SIA
130000103;ULMANE CLINIC SIA
10001964;LLSAF, SIA
110000081; Viktorijas Grebņevas ģimenes ārsta prakse, SIA
900200051;Andersone Ilze - ārsta prakse endokrinoloģijā
130000104; Pallas Clinic, SIA
130000104; Pallas Clinic, SIA
10001965;TKD, SIA
50000114;ANIO, Sabiedrība ar ierobežotu atbildību
901200022;Elvas Zuzes fizioterapeita prakse, IK
